shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
11071,45.446466,-73.603118,10001
11071,45.451158,-73.593242,10002
11071,45.457010,-73.581691,20002
11071,45.459441,-73.572021,30002
11071,45.461894,-73.567074,40002
11071,45.471063,-73.566267,50002
11071,45.478465,-73.569336,60002
11071,45.482509,-73.580180,70002
11071,45.490068,-73.585812,80002
11071,45.495570,-73.579310,90002
11071,45.500879,-73.574715,100002
11071,45.504064,-73.571586,110002
11071,45.508220,-73.568433,120002
11071,45.511033,-73.564899,130002
11071,45.515226,-73.561082,140002
11071,45.518831,-73.555837,150002
11071,45.523988,-73.552703,160002
11071,45.533504,-73.552196,170002
11071,45.541717,-73.554192,180002
11071,45.546832,-73.551391,190002
11071,45.553688,-73.551757,200002
11071,45.560687,-73.547530,210002
11071,45.569285,-73.547336,220002
11071,45.576843,-73.546710,230002
11071,45.582736,-73.543133,240002
11071,45.589431,-73.539269,250002
11071,45.596572,-73.535376,260002
11072,45.596572,-73.535376,10001
11072,45.589431,-73.539269,10002
11072,45.582736,-73.543133,20002
11072,45.576843,-73.546710,30002
11072,45.569285,-73.547336,40002
11072,45.560687,-73.547530,50002
11072,45.553688,-73.551757,60002
11072,45.546832,-73.551391,70002
11072,45.541717,-73.554192,80002
11072,45.533504,-73.552196,90002
11072,45.523988,-73.552703,100002
11072,45.518831,-73.555837,110002
11072,45.515226,-73.561082,120002
11072,45.511033,-73.564899,130002
11072,45.508220,-73.568433,140002
11072,45.504064,-73.571586,150002
11072,45.500879,-73.574715,160002
11072,45.495570,-73.579310,170002
11072,45.490068,-73.585812,180002
11072,45.482509,-73.580180,190002
11072,45.478465,-73.569336,200002
11072,45.471063,-73.566267,210002
11072,45.461894,-73.567074,220002
11072,45.459441,-73.572021,230002
11072,45.457010,-73.581691,240002
11072,45.451158,-73.593242,250002
11072,45.446466,-73.603118,260002
20166,45.555277,-73.668172,10001
20166,45.559997,-73.682310,10002
20166,45.560698,-73.709389,20002
20166,45.558436,-73.722459,30002
20174,45.558436,-73.722459,10001
20174,45.560698,-73.709389,10002
20174,45.559997,-73.682310,20002
20174,45.555277,-73.668172,30002
20236,45.558436,-73.722459,10001
20236,45.560698,-73.709389,10002
20236,45.559997,-73.682310,20002
20236,45.555277,-73.668172,30002
20236,45.550757,-73.656017,40002
20236,45.546082,-73.639052,50002
20236,45.543191,-73.628765,60002
20236,45.539056,-73.613902,70002
20236,45.535354,-73.604688,80002
20236,45.531733,-73.597780,90002
20236,45.527399,-73.586907,100002
20236,45.524931,-73.581959,110002
20236,45.519060,-73.569217,120002
20236,45.515212,-73.561051,130002
20236,45.510047,-73.556596,140002
20236,45.506348,-73.559548,150002
20236,45.501937,-73.563118,160002
20236,45.498086,-73.567235,170002
20236,45.494745,-73.571074,180002
20236,45.488897,-73.576852,190002
20236,45.482509,-73.580180,200002
20236,45.477320,-73.586629,210002
20236,45.474101,-73.603706,220002
20236,45.479709,-73.619821,230002
20236,45.485433,-73.627730,240002
20236,45.492356,-73.633100,250002
20236,45.494644,-73.638260,260002
20236,45.494643,-73.652828,270002
20236,45.500051,-73.661538,280002
20236,45.509258,-73.674796,290002
20236,45.514237,-73.682757,300002
20237,45.514237,-73.682757,10001
20237,45.509258,-73.674796,10002
20237,45.500051,-73.661538,20002
20237,45.494643,-73.652828,30002
20237,45.494644,-73.638260,40002
20237,45.492356,-73.633100,50002
20237,45.485433,-73.627730,60002
20237,45.479709,-73.619821,70002
20237,45.474101,-73.603706,80002
20237,45.477320,-73.586629,90002
20237,45.482509,-73.580180,100002
20237,45.488897,-73.576852,110002
20237,45.494745,-73.571074,120002
20237,45.498086,-73.567235,130002
20237,45.501937,-73.563118,140002
20237,45.506348,-73.559548,150002
20237,45.510047,-73.556596,160002
20237,45.515212,-73.561051,170002
20237,45.519060,-73.569217,180002
20237,45.524931,-73.581959,190002
20237,45.527399,-73.586907,200002
20237,45.531733,-73.597780,210002
20237,45.535354,-73.604688,220002
20237,45.539056,-73.613902,230002
20237,45.543191,-73.628765,240002
20237,45.546082,-73.639052,250002
20237,45.550757,-73.656017,260002
20237,45.555277,-73.668172,270002
20237,45.559997,-73.682310,280002
20237,45.560698,-73.709389,290002
20237,45.558436,-73.722459,300002
20238,45.555277,-73.668172,10001
20238,45.550757,-73.656017,10002
20238,45.546082,-73.639052,20002
20238,45.543191,-73.628765,30002
20238,45.539056,-73.613902,40002
20238,45.535354,-73.604688,50002
20238,45.531733,-73.597780,60002
20238,45.527399,-73.586907,70002
20238,45.524931,-73.581959,80002
20238,45.519060,-73.569217,90002
20238,45.515212,-73.561051,100002
20238,45.510047,-73.556596,110002
20238,45.506348,-73.559548,120002
20238,45.501937,-73.563118,130002
20238,45.498086,-73.567235,140002
20238,45.494745,-73.571074,150002
20238,45.488897,-73.576852,160002
20238,45.482509,-73.580180,170002
20238,45.477320,-73.586629,180002
20238,45.474101,-73.603706,190002
20238,45.479709,-73.619821,200002
20238,45.485433,-73.627730,210002
20238,45.492356,-73.633100,220002
20238,45.494644,-73.638260,230002
20238,45.494643,-73.652828,240002
20238,45.500051,-73.661538,250002
20238,45.509258,-73.674796,260002
20238,45.514237,-73.682757,270002
20239,45.514237,-73.682757,10001
20239,45.509258,-73.674796,10002
20239,45.500051,-73.661538,20002
20239,45.494643,-73.652828,30002
20239,45.494644,-73.638260,40002
20239,45.492356,-73.633100,50002
20239,45.485433,-73.627730,60002
20239,45.479709,-73.619821,70002
20239,45.474101,-73.603706,80002
20239,45.477320,-73.586629,90002
20239,45.482509,-73.580180,100002
20239,45.488897,-73.576852,110002
20239,45.494745,-73.571074,120002
20239,45.498086,-73.567235,130002
20239,45.501937,-73.563118,140002
20239,45.506348,-73.559548,150002
20239,45.510047,-73.556596,160002
20239,45.515212,-73.561051,170002
20239,45.519060,-73.569217,180002
20239,45.524931,-73.581959,190002
20239,45.527399,-73.586907,200002
20239,45.531733,-73.597780,210002
20239,45.535354,-73.604688,220002
20239,45.539056,-73.613902,230002
20239,45.543191,-73.628765,240002
20239,45.546082,-73.639052,250002
20239,45.550757,-73.656017,260002
20239,45.555277,-73.668172,270002
40024,45.515191,-73.561013,10001
40024,45.512429,-73.533127,10002
40024,45.524890,-73.522098,20002
40025,45.524890,-73.522098,10001
40025,45.512429,-73.533127,10002
40025,45.515191,-73.561013,20002
51762,45.559560,-73.600002,10001
51762,45.553618,-73.601988,10002
51762,45.546753,-73.608106,20002
51762,45.539152,-73.613856,30002
51762,45.535437,-73.619873,40002
51762,45.530177,-73.624559,50002
51762,45.523458,-73.623257,60002
51762,45.520370,-73.614976,70002
51762,45.509920,-73.612858,80002
51762,45.503188,-73.617699,90002
51762,45.496846,-73.623386,100002
51762,45.485403,-73.627757,110002
51763,45.485403,-73.627757,10001
51763,45.496846,-73.623386,10002
51763,45.503188,-73.617699,20002
51763,45.509920,-73.612858,30002
51763,45.520370,-73.614976,40002
51763,45.523458,-73.623257,50002
51763,45.530177,-73.624559,60002
51763,45.535437,-73.619873,70002
51763,45.539152,-73.613856,80002
51763,45.546753,-73.608106,90002
51763,45.553618,-73.601988,100002
51763,45.559560,-73.600002,110002
100001,45.555806,-73.617500,10001
100001,45.555923,-73.617786,10002
100001,45.556280,-73.618207,10003
100001,45.556290,-73.618231,10004
100001,45.556285,-73.618258,10005
100001,45.555970,-73.618936,10006
100001,45.555788,-73.619343,10007
100001,45.555708,-73.619524,20002
100001,45.555636,-73.619716,20003
100001,45.555221,-73.620624,20004
100001,45.555133,-73.620876,20005
100001,45.555106,-73.620975,20006
100001,45.555080,-73.621135,20007
100001,45.555071,-73.621311,20008
100001,45.555070,-73.621824,20009
100001,45.555024,-73.622304,20010
100001,45.554977,-73.622480,20011
100001,45.554903,-73.622624,20012
100001,45.554900,-73.622629,20013
100001,45.554895,-73.622635,20014
100001,45.554728,-73.622778,20015
100001,45.554556,-73.622830,20016
100001,45.554429,-73.622894,20017
100001,45.554336,-73.622929,20018
100001,45.554251,-73.623014,20019
100001,45.554172,-73.623126,20020
100001,45.553857,-73.623712,20021
100001,45.553595,-73.624199,20022
100001,45.553496,-73.624366,20023
100001,45.553479,-73.624378,20024
100001,45.553459,-73.624371,20025
100001,45.553126,-73.624011,20026
100001,45.553116,-73.623984,20027
100001,45.553123,-73.623956,20028
100001,45.553221,-73.623791,20029
100001,45.553291,-73.623661,20030
100001,45.553463,-73.623345,30002
100001,45.553833,-73.622642,30003
100001,45.553903,-73.622494,30004
100001,45.553955,-73.622224,30005
100001,45.553955,-73.621828,30006
100001,45.554019,-73.621363,30007
100001,45.554021,-73.621356,30008
100001,45.554023,-73.621348,30009
100001,45.554097,-73.621205,30010
100001,45.554160,-73.621116,30011
100001,45.554228,-73.621021,40002
100001,45.554448,-73.620863,40003
100001,45.554581,-73.620774,40004
100001,45.554646,-73.620694,40005
100001,45.554743,-73.620468,40006
100001,45.555113,-73.619598,40007
100001,45.555203,-73.619393,40008
100001,45.555285,-73.619201,40009
100001,45.555493,-73.618716,40010
100001,45.555537,-73.618613,50002
100001,45.555872,-73.617813,50003
100001,45.555623,-73.617203,50004
100001,45.555530,-73.616975,60002
100001,45.554418,-73.614431,60003
100001,45.554354,-73.614284,70002
100001,45.554282,-73.614130,70003
100001,45.553391,-73.612116,70004
100001,45.553330,-73.611976,80002
100001,45.553025,-73.611284,80003
100001,45.552316,-73.609707,80004
100001,45.551831,-73.608618,80005
100001,45.551768,-73.608477,90002
100001,45.551292,-73.607387,90003
100001,45.550308,-73.605185,90004
100001,45.550232,-73.605016,100002
100001,45.548708,-73.601615,100003
100001,45.548652,-73.601491,110002
100001,45.548158,-73.600325,110003
100001,45.547163,-73.598165,110004
100001,45.547089,-73.598005,120002
100001,45.545570,-73.594704,120003
100001,45.545508,-73.594570,130002
100001,45.543994,-73.591365,130003
100001,45.543928,-73.591225,140002
100001,45.543098,-73.589460,140003
100001,45.543097,-73.589460,150001
100001,45.543012,-73.589278,150002
100001,45.542463,-73.588150,150003
100001,45.541942,-73.586996,150004
100001,45.541716,-73.586661,150005
100001,45.541711,-73.586654,160002
100001,45.541646,-73.586536,160003
100001,45.541035,-73.585240,160004
100001,45.540235,-73.583497,160005
100001,45.539542,-73.581994,160006
100001,45.539534,-73.581964,160007
100001,45.539480,-73.581764,170002
100001,45.538014,-73.578594,170003
100001,45.538014,-73.578595,180001
100001,45.537953,-73.578463,180002
100001,45.537543,-73.577612,180003
100001,45.537478,-73.577477,190002
100001,45.537442,-73.577400,190003
100001,45.537415,-73.577349,190004
100001,45.536806,-73.576024,190005
100001,45.536806,-73.576025,200001
100001,45.536749,-73.575901,200002
100001,45.536021,-73.574402,200003
100001,45.535599,-73.573452,200004
100001,45.535214,-73.572625,200005
100001,45.535140,-73.572466,210002
100001,45.534132,-73.570314,210003
100001,45.534072,-73.570185,220002
100001,45.533056,-73.568040,220003
100001,45.532751,-73.567393,230002
100001,45.532746,-73.567365,230003
100001,45.532758,-73.567340,230004
100001,45.533370,-73.566752,230005
100001,45.533983,-73.566173,230006
100001,45.534085,-73.566075,240002
100001,45.533035,-73.563806,240003
100001,45.532985,-73.563699,250002
100001,45.532437,-73.562494,250003
100001,45.532429,-73.562460,250004
100001,45.532446,-73.562443,250005
100001,45.533049,-73.562264,250006
100001,45.533473,-73.562130,250007
100001,45.533652,-73.562073,260002
100001,45.534435,-73.561817,260003
100001,45.535226,-73.561562,260004
100001,45.535884,-73.561320,260005
100001,45.534950,-73.559148,260006
100001,45.534042,-73.556991,260007
100001,45.533980,-73.556843,270002
100001,45.533791,-73.556382,270003
100001,45.533144,-73.554857,270004
100001,45.532595,-73.553552,270005
100001,45.532436,-73.553195,270006
100001,45.531974,-73.553621,270007
100001,45.531451,-73.554120,270008
100001,45.531272,-73.554299,270009
100001,45.530525,-73.555049,270010
100001,45.530444,-73.555130,280002
100001,45.529436,-73.556102,280003
100001,45.529421,-73.556107,280004
100001,45.529408,-73.556089,280005
100001,45.529111,-73.555437,280006
100001,45.528203,-73.553503,280007
100001,45.527543,-73.552079,280008
100001,45.527466,-73.551915,290002
100001,45.526883,-73.550679,290003
100001,45.526815,-73.550537,300002
100001,45.526425,-73.550908,300003
100001,45.525601,-73.551678,300004
100001,45.525480,-73.551790,310002
100001,45.524310,-73.552839,310003
100001,45.524296,-73.552844,310004
100001,45.524280,-73.552821,310005
100001,45.523867,-73.551950,310006
100001,45.523722,-73.551636,310007
100002,45.523722,-73.551636,10001
100002,45.523624,-73.551424,10002
100002,45.523638,-73.551448,10003
100002,45.523653,-73.551443,10004
100002,45.523853,-73.551238,10005
100002,45.524487,-73.550712,10006
100002,45.524831,-73.550361,10007
100002,45.525157,-73.551056,10008
100002,45.525282,-73.551276,10009
100002,45.525429,-73.551605,10010
100002,45.525488,-73.551737,20002
100002,45.525811,-73.552454,20003
100002,45.526143,-73.553117,20004
100002,45.526233,-73.553258,20005
100002,45.526305,-73.553411,20006
100002,45.527357,-73.555643,30002
100002,45.527915,-73.556821,30003
100002,45.528081,-73.557177,30004
100002,45.528094,-73.557205,40002
100002,45.528099,-73.557217,40003
100002,45.528100,-73.557226,40004
100002,45.528100,-73.557369,40005
100002,45.528544,-73.558345,40006
100002,45.529011,-73.559280,40007
100002,45.529359,-73.560018,40008
100002,45.529416,-73.560139,50002
100002,45.529721,-73.560766,50003
100002,45.530782,-73.563021,50004
100002,45.531059,-73.563618,50005
100002,45.531060,-73.563616,60001
100002,45.531758,-73.565124,60002
100002,45.531758,-73.565125,70001
100002,45.531815,-73.565250,70002
100002,45.532723,-73.567197,70003
100002,45.532795,-73.567350,80002
100002,45.534056,-73.570016,80003
100002,45.534116,-73.570143,90002
100002,45.535108,-73.572258,90003
100002,45.535185,-73.572424,100002
100002,45.535645,-73.573410,100003
100002,45.536066,-73.574358,100004
100002,45.536720,-73.575705,100005
100002,45.536720,-73.575706,110001
100002,45.536794,-73.575857,110002
100002,45.537372,-73.577113,110003
100002,45.537459,-73.577304,120002
100002,45.537486,-73.577355,120003
100002,45.537522,-73.577433,120004
100002,45.537924,-73.578265,120005
100002,45.537923,-73.578266,130001
100002,45.537998,-73.578420,130002
100002,45.539314,-73.581267,130003
100002,45.539314,-73.581268,140001
100002,45.539525,-73.581724,140002
100002,45.539649,-73.581888,140003
100002,45.539759,-73.582110,140004
100002,45.539948,-73.582507,140005
100002,45.540334,-73.583340,140006
100002,45.541170,-73.585134,140007
100002,45.541709,-73.586303,140008
100002,45.541708,-73.586303,150001
100002,45.541754,-73.586404,150002
100002,45.541808,-73.586546,150003
100002,45.541988,-73.586955,150004
100002,45.542508,-73.588107,150005
100002,45.542989,-73.589095,150006
100002,45.542989,-73.589096,160001
100002,45.543056,-73.589235,160002
100002,45.543906,-73.591042,160003
100002,45.543972,-73.591183,170002
100002,45.545493,-73.594401,170003
100002,45.545553,-73.594528,180002
100002,45.547074,-73.597829,180003
100002,45.547135,-73.597962,190002
100002,45.548204,-73.600284,190003
100002,45.548626,-73.601279,190004
100002,45.548698,-73.601450,200002
100002,45.550209,-73.604818,200003
100002,45.550278,-73.604973,210002
100002,45.551338,-73.607346,210003
100002,45.551757,-73.608306,210004
100002,45.551814,-73.608436,220002
100002,45.552362,-73.609665,220003
100002,45.553071,-73.611243,220004
100002,45.553312,-73.611792,220005
100002,45.553376,-73.611935,230002
100002,45.554283,-73.613986,230003
100002,45.554283,-73.613988,240001
100002,45.554327,-73.614088,240002
100002,45.554399,-73.614243,240003
100002,45.555474,-73.616703,240004
100002,45.555576,-73.616935,250002
100002,45.555806,-73.617500,250003
110001,45.525947,-73.574675,10001
110001,45.525919,-73.574614,10002
110001,45.525872,-73.574546,10003
110001,45.525810,-73.574483,10004
110001,45.525713,-73.574407,10005
110001,45.525651,-73.574369,10006
110001,45.525634,-73.574351,10007
110001,45.525634,-73.574327,10008
110001,45.525661,-73.574223,10009
110001,45.525707,-73.574081,10010
110001,45.525711,-73.574073,10011
110001,45.525713,-73.574069,10012
110001,45.525769,-73.573991,10013
110001,45.525842,-73.573912,10014
110001,45.526366,-73.573425,10015
110001,45.526383,-73.573419,10016
110001,45.526399,-73.573439,10017
110001,45.526613,-73.573868,10018
110001,45.526613,-73.573870,20001
110001,45.526641,-73.573927,20002
110001,45.527477,-73.575733,20003
110001,45.527625,-73.576055,20004
110001,45.527684,-73.576182,30002
110001,45.528744,-73.578513,30003
110001,45.528748,-73.578537,30004
110001,45.528738,-73.578557,30005
110001,45.528121,-73.579137,30006
110001,45.528017,-73.579234,40002
110001,45.527378,-73.579822,40003
110001,45.527116,-73.580077,40004
110001,45.527036,-73.580155,50002
110001,45.526451,-73.580704,50003
110001,45.526089,-73.581047,50004
110001,45.526089,-73.581048,60001
110001,45.525991,-73.581140,60002
110001,45.525712,-73.581396,60003
110001,45.525568,-73.581536,60004
110001,45.525325,-73.581750,60005
110001,45.525325,-73.581748,70001
110001,45.525261,-73.581805,70002
110001,45.524991,-73.582035,70003
110001,45.524767,-73.582239,70004
110001,45.524533,-73.582444,70005
110001,45.524110,-73.582821,70006
110001,45.523974,-73.582942,80002
110001,45.523379,-73.583466,80003
110001,45.522988,-73.583802,80004
110001,45.522902,-73.583875,90002
110001,45.522435,-73.584284,90003
110001,45.522165,-73.584527,90004
110001,45.521985,-73.584692,90005
110001,45.521732,-73.584927,90006
110001,45.521732,-73.584928,100001
110001,45.521642,-73.585012,100002
110001,45.521516,-73.585127,100003
110001,45.521129,-73.585473,100004
110001,45.521048,-73.585548,100005
110001,45.520616,-73.585958,100006
110001,45.520220,-73.586316,100007
110001,45.520121,-73.586405,110002
110001,45.519580,-73.586878,110003
110001,45.519025,-73.587388,110004
110001,45.519025,-73.587389,120001
110001,45.518914,-73.587492,120002
110001,45.518373,-73.587964,120003
110001,45.518202,-73.588105,120004
110001,45.517545,-73.588693,120005
110001,45.517074,-73.589119,120006
110001,45.516798,-73.589370,130002
110001,45.516276,-73.589843,130003
110001,45.516004,-73.590092,130004
110001,45.515789,-73.590289,140002
110001,45.515401,-73.590648,140003
110001,45.515148,-73.590828,140004
110001,45.515143,-73.590830,140005
110001,45.515136,-73.590830,140006
110001,45.514971,-73.590804,140007
110001,45.514805,-73.590726,140008
110001,45.514694,-73.590646,140009
110001,45.514484,-73.590399,140010
110001,45.513635,-73.589163,140011
110001,45.513274,-73.589113,140012
110001,45.513094,-73.589272,140013
110001,45.512966,-73.589525,140014
110001,45.513010,-73.590047,140015
110001,45.513458,-73.592609,140016
110001,45.513484,-73.593473,140017
110001,45.513384,-73.594210,140018
110001,45.513183,-73.594831,140019
110001,45.512705,-73.595907,140020
110001,45.512469,-73.596382,140021
110001,45.512306,-73.596639,140022
110001,45.512302,-73.596645,140023
110001,45.512297,-73.596648,140024
110001,45.512063,-73.596763,140025
110001,45.512060,-73.596764,140026
110001,45.512053,-73.596764,140027
110001,45.511837,-73.596738,140028
110001,45.511833,-73.596737,140029
110001,45.511828,-73.596734,140030
110001,45.511664,-73.596603,140031
110001,45.511507,-73.596366,140032
110001,45.511235,-73.595500,140033
110001,45.510984,-73.594120,140034
110001,45.510680,-73.593434,140035
110001,45.510632,-73.593342,140036
110001,45.510633,-73.593340,150001
110001,45.509828,-73.591808,150002
110001,45.509598,-73.591379,150003
110001,45.509370,-73.591204,150004
110001,45.509124,-73.591153,150005
110001,45.508722,-73.591114,150006
110001,45.508385,-73.591152,150007
110001,45.508011,-73.591315,150008
110001,45.506157,-73.593040,150009
110001,45.505595,-73.593349,150010
110001,45.505197,-73.593463,150011
110001,45.504564,-73.593577,150012
110001,45.504316,-73.593577,150013
110001,45.504038,-73.593679,150014
110001,45.503609,-73.593893,150015
110001,45.503394,-73.594077,150016
110001,45.503252,-73.594197,160002
110001,45.503074,-73.594425,160003
110001,45.502932,-73.594626,160004
110001,45.502815,-73.594817,160005
110001,45.502717,-73.595019,160006
110001,45.502628,-73.595247,160007
110001,45.502403,-73.595936,160008
110001,45.502347,-73.596112,160009
110001,45.502276,-73.596334,170002
110001,45.501995,-73.597052,170003
110001,45.501661,-73.597758,170004
110001,45.501245,-73.598438,170005
110001,45.500893,-73.598900,170006
110001,45.500126,-73.599834,170007
110001,45.499665,-73.600371,170008
110001,45.499468,-73.600600,180002
110001,45.498613,-73.601533,180003
110001,45.498233,-73.601956,180004
110001,45.495856,-73.604408,180005
110001,45.495449,-73.604805,180006
110001,45.495301,-73.604940,180007
110001,45.495213,-73.605021,190002
110001,45.495229,-73.605336,190003
110001,45.495274,-73.605743,190004
110001,45.495355,-73.606174,190005
110001,45.495452,-73.606568,190006
110001,45.495592,-73.607087,190007
110001,45.495632,-73.607234,200002
110001,45.496008,-73.608668,200003
110001,45.496009,-73.608670,200004
110001,45.496009,-73.608680,200005
110001,45.496018,-73.609181,200006
110001,45.496008,-73.609594,200007
110001,45.495962,-73.609943,200008
110001,45.495890,-73.610328,200009
110001,45.495883,-73.610346,200010
110001,45.495861,-73.610343,200011
110001,45.495707,-73.610305,200012
110001,45.495426,-73.610215,200013
110001,45.495404,-73.610202,200014
110001,45.495271,-73.610122,210002
110001,45.495187,-73.610044,210003
110001,45.495088,-73.609927,210004
110001,45.494909,-73.609711,210005
110001,45.494866,-73.609675,210006
110001,45.494800,-73.609650,210007
110001,45.494722,-73.609638,210008
110001,45.494594,-73.609662,210009
110001,45.494496,-73.609725,210010
110001,45.494428,-73.609797,210011
110001,45.494377,-73.609884,210012
110001,45.494351,-73.609967,210013
110001,45.494316,-73.610104,210014
110001,45.494309,-73.610246,210015
110001,45.494289,-73.610650,220002
110001,45.494279,-73.611686,220003
110001,45.494260,-73.611956,220004
110001,45.494250,-73.612062,220005
110001,45.494212,-73.612185,220006
110001,45.494157,-73.612278,220007
110001,45.494054,-73.612409,220008
110001,45.493940,-73.612476,220009
110001,45.493885,-73.612484,220010
110001,45.493855,-73.612489,230002
110001,45.493698,-73.612463,230003
110001,45.493613,-73.612422,230004
110001,45.493546,-73.612354,230005
110001,45.493499,-73.612273,230006
110001,45.493453,-73.612167,230007
110001,45.493415,-73.612020,230008
110001,45.493416,-73.611751,230009
110001,45.493399,-73.611617,230010
110001,45.493302,-73.611391,230011
110001,45.493252,-73.611332,230012
110001,45.493176,-73.611272,230013
110001,45.493078,-73.611234,230014
110001,45.492995,-73.611233,230015
110001,45.492966,-73.611239,230016
110001,45.492936,-73.611245,240002
110001,45.492811,-73.611321,240003
110001,45.492571,-73.611510,240004
110001,45.492493,-73.611596,240005
110001,45.492423,-73.611733,240006
110001,45.492398,-73.611840,240007
110001,45.492389,-73.611976,240008
110001,45.492397,-73.612124,240009
110001,45.492432,-73.612284,240010
110001,45.492500,-73.612444,240011
110001,45.492755,-73.613051,250002
110001,45.492790,-73.613153,250003
110001,45.492853,-73.613280,250004
110001,45.492980,-73.613580,250005
110001,45.492990,-73.613650,250006
110001,45.492991,-73.613728,250007
110001,45.492990,-73.613736,250008
110001,45.492988,-73.613742,250009
110001,45.492957,-73.613811,250010
110001,45.492910,-73.613854,250011
110001,45.492904,-73.613856,250012
110001,45.492897,-73.613856,250013
110001,45.492841,-73.613843,250014
110001,45.492786,-73.613816,250015
110001,45.492782,-73.613812,250016
110001,45.492778,-73.613807,250017
110001,45.492749,-73.613753,250018
110001,45.492721,-73.613643,250019
110001,45.492721,-73.613385,250020
110002,45.492721,-73.613385,10001
110002,45.492721,-73.613329,10002
110002,45.492755,-73.613166,10003
110002,45.492723,-73.613075,10004
110002,45.492399,-73.612306,10005
110002,45.492362,-73.612133,10006
110002,45.492360,-73.612089,10007
110002,45.492354,-73.611976,20002
110002,45.492363,-73.611830,20003
110002,45.492392,-73.611708,20004
110002,45.492466,-73.611561,20005
110002,45.492550,-73.611468,20006
110002,45.492796,-73.611275,20007
110002,45.492925,-73.611197,20008
110002,45.492991,-73.611184,20009
110002,45.493077,-73.611184,20010
110002,45.493085,-73.611184,30002
110002,45.493188,-73.611224,30003
110002,45.493272,-73.611290,30004
110002,45.493330,-73.611359,30005
110002,45.493432,-73.611598,30006
110002,45.493451,-73.611745,30007
110002,45.493451,-73.612014,30008
110002,45.493484,-73.612145,30009
110002,45.493528,-73.612244,30010
110002,45.493571,-73.612316,30011
110002,45.493631,-73.612377,30012
110002,45.493706,-73.612413,30013
110002,45.493814,-73.612431,30014
110002,45.493856,-73.612439,40002
110002,45.493930,-73.612426,40003
110002,45.494035,-73.612365,40004
110002,45.494130,-73.612243,40005
110002,45.494182,-73.612156,40006
110002,45.494217,-73.612046,40007
110002,45.494225,-73.611951,40008
110002,45.494243,-73.611682,40009
110002,45.494253,-73.610647,40010
110002,45.494264,-73.610436,40011
110002,45.494281,-73.610093,50002
110002,45.494318,-73.609949,50003
110002,45.494346,-73.609854,50004
110002,45.494404,-73.609760,50005
110002,45.494478,-73.609679,50006
110002,45.494575,-73.609618,50007
110002,45.494582,-73.609614,60002
110002,45.494722,-73.609588,60003
110002,45.494806,-73.609601,60004
110002,45.494882,-73.609628,60005
110002,45.494930,-73.609669,60006
110002,45.495111,-73.609888,60007
110002,45.495209,-73.610003,60008
110002,45.495289,-73.610077,60009
110002,45.495436,-73.610165,60010
110002,45.495437,-73.610165,70002
110002,45.495690,-73.610247,70003
110002,45.495766,-73.609874,70004
110002,45.495820,-73.609558,70005
110002,45.495830,-73.609216,70006
110002,45.495830,-73.608741,70007
110002,45.495540,-73.607582,70008
110002,45.495540,-73.607583,80001
110002,45.495481,-73.607351,80002
110002,45.495311,-73.606814,80003
110002,45.495158,-73.606235,80004
110002,45.495077,-73.605784,80005
110002,45.495014,-73.605425,80006
110002,45.494988,-73.605166,80007
110002,45.494988,-73.605148,80008
110002,45.495002,-73.605133,80009
110002,45.495173,-73.604980,80010
110002,45.495359,-73.604811,80011
110002,45.495424,-73.604751,90002
110002,45.495830,-73.604355,90003
110002,45.498207,-73.601904,90004
110002,45.498585,-73.601483,90005
110002,45.499441,-73.600550,90006
110002,45.499459,-73.600528,90007
110002,45.500097,-73.599785,100002
110002,45.500863,-73.598852,100003
110002,45.501213,-73.598393,100004
110002,45.501627,-73.597717,100005
110002,45.501958,-73.597019,100006
110002,45.502236,-73.596304,100007
110002,45.502240,-73.596293,100008
110002,45.502363,-73.595909,110002
110002,45.502588,-73.595217,110003
110002,45.502679,-73.594984,110004
110002,45.502780,-73.594777,110005
110002,45.502898,-73.594584,110006
110002,45.503043,-73.594378,110007
110002,45.503226,-73.594146,110008
110002,45.503426,-73.593976,110009
110002,45.503425,-73.593975,120001
110002,45.503590,-73.593835,120002
110002,45.504025,-73.593617,120003
110002,45.504307,-73.593514,120004
110002,45.504561,-73.593515,120005
110002,45.505188,-73.593400,120006
110002,45.505581,-73.593287,120007
110002,45.506136,-73.592984,120008
110002,45.507992,-73.591259,120009
110002,45.508376,-73.591091,120010
110002,45.508721,-73.591052,120011
110002,45.509129,-73.591091,120012
110002,45.509385,-73.591143,120013
110002,45.509623,-73.591324,120014
110002,45.509627,-73.591327,120015
110002,45.509630,-73.591333,120016
110002,45.509864,-73.591770,120017
110002,45.510644,-73.593257,120018
110002,45.510718,-73.593398,130002
110002,45.511025,-73.594095,130003
110002,45.511277,-73.595479,130004
110002,45.511543,-73.596328,130005
110002,45.511694,-73.596555,130006
110002,45.511846,-73.596675,130007
110002,45.512052,-73.596700,130008
110002,45.512277,-73.596590,130009
110002,45.512434,-73.596342,130010
110002,45.512667,-73.595871,130011
110002,45.513144,-73.594800,130012
110002,45.513341,-73.594191,130013
110002,45.513440,-73.593467,130014
110002,45.513414,-73.592619,130015
110002,45.512966,-73.590059,130016
110002,45.512921,-73.589519,130017
110002,45.512922,-73.589507,130018
110002,45.512925,-73.589497,130019
110002,45.513063,-73.589224,130020
110002,45.513255,-73.589053,130021
110002,45.513261,-73.589049,130022
110002,45.513270,-73.589049,130023
